From	To
TTI1_HUMAN	ENSG00000101407.13
MT1A_HUMAN	ENSG00000205362.11
ANKZ1_HUMAN	ENSG00000163516.14
T106C_HUMAN	ENSG00000134291.12
VA0E2_HUMAN	ENSG00000171130.19
DGKQ_HUMAN	ENSG00000145214.14
DYT2B_HUMAN	ENSG00000213123.11
ARY2_HUMAN	ENSG00000156006.5
CAD11_HUMAN	ENSG00000140937.14
RHG19_HUMAN	ENSG00000213390.11
S27A2_HUMAN	ENSG00000140284.11
PGAP4_HUMAN	ENSG00000165152.9
KLH26_HUMAN	ENSG00000167487.12
PRAP1_HUMAN	ENSG00000165828.15
FAM3B_HUMAN	ENSG00000183844.17
TRPS1_HUMAN	ENSG00000104447.13
PCP4_HUMAN	ENSG00000183036.11
PCP4_HUMAN	ENSG00000291560.1
THAS_HUMAN	ENSG00000059377.19
LRC18_HUMAN	ENSG00000165383.12
LRC15_HUMAN	ENSG00000172061.9
ROP1B_HUMAN	ENSG00000114547.10
GCP3_HUMAN	ENSG00000126216.15
WNT9B_HUMAN	ENSG00000158955.11
WNT9B_HUMAN	ENSG00000276799.2
GUAA_HUMAN	ENSG00000163655.16
AP2A2_HUMAN	ENSG00000183020.15
HXA2_HUMAN	ENSG00000105996.7
AK1C1_HUMAN	ENSG00000187134.14
AK1D1_HUMAN	ENSG00000122787.15
DOC11_HUMAN	ENSG00000147251.16
DI3L1_HUMAN	ENSG00000166938.13
EID1_HUMAN	ENSG00000255302.5
KCD11_HUMAN	ENSG00000213859.8
KCD11_HUMAN	ENSG00000288399.2
MET23_HUMAN	ENSG00000181038.14
HPLN2_HUMAN	ENSG00000132702.13
HPLN2_HUMAN	ENSG00000291756.1
EMC4_HUMAN	ENSG00000128463.13
EIF2A_HUMAN	ENSG00000144895.12
DSC2_HUMAN	ENSG00000134755.18
HORN_HUMAN	ENSG00000197915.7
OOSP2_HUMAN	ENSG00000149507.7
OOSP2_HUMAN	ENSG00000285422.2
MCTS1_HUMAN	ENSG00000232119.8
MSHR_HUMAN	ENSG00000258839.4
PHF2_HUMAN	ENSG00000197724.12
TCAL2_HUMAN	ENSG00000184905.9
TCAL2_HUMAN	ENSG00000291823.1
SMCO4_HUMAN	ENSG00000166002.7
KHDC3_HUMAN	ENSG00000203908.4
FKB15_HUMAN	ENSG00000119321.10
ICAL_HUMAN	ENSG00000153113.24
GPI8_HUMAN	ENSG00000142892.15
CTRB2_HUMAN	ENSG00000168928.13
CTRB1_HUMAN	ENSG00000168925.12
GDE1_HUMAN	ENSG00000006007.12
SCAF8_HUMAN	ENSG00000213079.10
MSTO1_HUMAN	ENSG00000125459.18
HXA6_HUMAN	ENSG00000106006.6
DSE_HUMAN	ENSG00000111817.19
ZNF10_HUMAN	ENSG00000256223.6
ZNF34_HUMAN	ENSG00000196378.13
MS3L1_HUMAN	ENSG00000005302.19
DMBX1_HUMAN	ENSG00000197587.12
ACMSD_HUMAN	ENSG00000153086.14
ZN345_HUMAN	ENSG00000251247.13
KCNS2_HUMAN	ENSG00000156486.8
OXA1L_HUMAN	ENSG00000155463.14
MAF1_HUMAN	ENSG00000179632.10
MTO1_HUMAN	ENSG00000135297.17
MC5R_HUMAN	ENSG00000176136.6
ZP4_HUMAN	ENSG00000116996.10
A0A0C4DFY5_HUMAN	ENSG00000170412.18
RL39_HUMAN	ENSG00000198918.8
RETR2_HUMAN	ENSG00000144567.11
ZN652_HUMAN	ENSG00000198740.9
Q86VM6_HUMAN	ENSG00000152601.18
H2B1J_HUMAN	ENSG00000124635.9
A0A0C4DGV4_HUMAN	ENSG00000134248.14
ARHGA_HUMAN	ENSG00000104728.16
ARHGA_HUMAN	ENSG00000274726.4
SURF2_HUMAN	ENSG00000148291.10
SURF2_HUMAN	ENSG00000281024.3
COQA1_HUMAN	ENSG00000160963.14
LCE1F_HUMAN	ENSG00000240386.4
DLX6_HUMAN	ENSG00000006377.11
PTMS_HUMAN	ENSG00000159335.19
ENTP6_HUMAN	ENSG00000197586.13
H2B1K_HUMAN	ENSG00000197903.8
GNRHR_HUMAN	ENSG00000109163.7
FHR5_HUMAN	ENSG00000134389.11
FHR5_HUMAN	ENSG00000292002.1
CCKN_HUMAN	ENSG00000187094.12
PDE1B_HUMAN	ENSG00000123360.12
ABCA2_HUMAN	ENSG00000107331.18
TINAL_HUMAN	ENSG00000142910.16
GP2_HUMAN	ENSG00000169347.17
CNRG_HUMAN	ENSG00000185527.12
PDYN_HUMAN	ENSG00000101327.9
HORM2_HUMAN	ENSG00000176635.18
TV23A_HUMAN	ENSG00000166676.17
MYL1_HUMAN	ENSG00000168530.16
SPRY4_HUMAN	ENSG00000176422.14
TM87A_HUMAN	ENSG00000103978.17
SG196_HUMAN	ENSG00000185900.11
PDE4B_HUMAN	ENSG00000184588.18
TOX3_HUMAN	ENSG00000103460.17
Q9BSA0_HUMAN	ENSG00000171729.14
SMRCD_HUMAN	ENSG00000163104.18
CX6A1_HUMAN	ENSG00000111775.3
NBPFF_HUMAN	ENSG00000266338.7
MRGX3_HUMAN	ENSG00000179826.8
S10A2_HUMAN	ENSG00000196754.13
SGSM3_HUMAN	ENSG00000100359.21
GID4_HUMAN	ENSG00000141034.10
WASC5_HUMAN	ENSG00000164961.16
TSPYA_HUMAN	ENSG00000236424.7
S35E1_HUMAN	ENSG00000127526.15
ZNF7_HUMAN	ENSG00000147789.16
ABD12_HUMAN	ENSG00000100997.20
RBBP9_HUMAN	ENSG00000089050.16
PAPS1_HUMAN	ENSG00000138801.9
OLR1_HUMAN	ENSG00000173391.9
UBP44_HUMAN	ENSG00000136014.12
RIOX1_HUMAN	ENSG00000170468.8
NEUL_HUMAN	ENSG00000123213.23
SSDH_HUMAN	ENSG00000112294.14
KR134_HUMAN	ENSG00000186971.4
LTN1_HUMAN	ENSG00000198862.14
LTN1_HUMAN	ENSG00000291534.1
UBP54_HUMAN	ENSG00000166348.20
KLH25_HUMAN	ENSG00000183655.13
FXL14_HUMAN	ENSG00000171823.7
DOCK4_HUMAN	ENSG00000128512.24
TOM34_HUMAN	ENSG00000025772.8
HIS1_HUMAN	ENSG00000126550.10
HIS1_HUMAN	ENSG00000283046.5
DAPK2_HUMAN	ENSG00000035664.11
NRAM2_HUMAN	ENSG00000110911.17
OPSD_HUMAN	ENSG00000163914.5
PCX4_HUMAN	ENSG00000126773.13
CSMD2_HUMAN	ENSG00000121904.19
S4A4_HUMAN	ENSG00000080493.19
CAH4_HUMAN	ENSG00000167434.10
SC6A4_HUMAN	ENSG00000108576.10
LRC31_HUMAN	ENSG00000114248.10
DCR1A_HUMAN	ENSG00000198924.8
PAQR8_HUMAN	ENSG00000170915.9
IPKG_HUMAN	ENSG00000168734.14
MB12A_HUMAN	ENSG00000141971.14
CNDP2_HUMAN	ENSG00000133313.15
LAP2A_HUMAN	ENSG00000120802.14
SSPN_HUMAN	ENSG00000123096.12
CF206_HUMAN	ENSG00000272514.6
IKZF4_HUMAN	ENSG00000123411.15
ZFY_HUMAN	ENSG00000067646.12
SPXN_HUMAN	ENSG00000134548.11
AIPL1_HUMAN	ENSG00000129221.16
GNAS1_HUMAN	ENSG00000087460.29
EMC3_HUMAN	ENSG00000125037.13
S29A2_HUMAN	ENSG00000174669.12
FGD2_HUMAN	ENSG00000146192.15
SACA3_HUMAN	ENSG00000141316.13
CXB3_HUMAN	ENSG00000188910.8
EDEM1_HUMAN	ENSG00000134109.11
NOE1_HUMAN	ENSG00000130558.20
PHX2A_HUMAN	ENSG00000165462.5
TM41B_HUMAN	ENSG00000166471.11
PO4F3_HUMAN	ENSG00000091010.6
ERAP2_HUMAN	ENSG00000164308.17
COT1_HUMAN	ENSG00000175745.15
ACSA_HUMAN	ENSG00000131069.20
CH033_HUMAN	ENSG00000182307.14
CH033_HUMAN	ENSG00000291362.1
ZN708_HUMAN	ENSG00000182141.10
WIPF3_HUMAN	ENSG00000122574.12
CHP1_HUMAN	ENSG00000187446.12
IFNG_HUMAN	ENSG00000111537.5
FOXD3_HUMAN	ENSG00000187140.6
PMS1_HUMAN	ENSG00000064933.19
PI4KA_HUMAN	ENSG00000241973.11
LAMA4_HUMAN	ENSG00000112769.20
NSMA3_HUMAN	ENSG00000136699.20
NSMA3_HUMAN	ENSG00000292130.1
ZN513_HUMAN	ENSG00000163795.14
ZN174_HUMAN	ENSG00000103343.13
WDTC1_HUMAN	ENSG00000142784.16
S52A2_HUMAN	ENSG00000185803.12
S52A2_HUMAN	ENSG00000285112.5
RPC8_HUMAN	ENSG00000100413.17
BCAT2_HUMAN	ENSG00000105552.15
MED26_HUMAN	ENSG00000105085.11
APC16_HUMAN	ENSG00000166295.9
GSTA5_HUMAN	ENSG00000182793.12
MAP12_HUMAN	ENSG00000172878.14
MAP12_HUMAN	ENSG00000292097.1
RPA34_HUMAN	ENSG00000117877.11
ZN491_HUMAN	ENSG00000177599.13
F234A_HUMAN	ENSG00000167930.17
RM54_HUMAN	ENSG00000183617.5
INVS_HUMAN	ENSG00000119509.13
MED12_HUMAN	ENSG00000184634.17
MYO7A_HUMAN	ENSG00000137474.23
THTPA_HUMAN	ENSG00000259431.6
ZN675_HUMAN	ENSG00000197372.10
GPR20_HUMAN	ENSG00000204882.4
GPR20_HUMAN	ENSG00000275181.2
GPR20_HUMAN	ENSG00000291465.1
GALD1_HUMAN	ENSG00000177225.17
KCTD4_HUMAN	ENSG00000180332.7
ARL1_HUMAN	ENSG00000120805.14
NMU_HUMAN	ENSG00000109255.11
BT3A1_HUMAN	ENSG00000026950.17
BT3A2_HUMAN	ENSG00000186470.14
MOT7_HUMAN	ENSG00000108932.13
XRP2_HUMAN	ENSG00000102218.6
IFNL1_HUMAN	ENSG00000182393.3
IFNL1_HUMAN	ENSG00000291872.1
BET1L_HUMAN	ENSG00000177951.18
ERG24_HUMAN	ENSG00000149809.17
SNRK_HUMAN	ENSG00000163788.14
SRY_HUMAN	ENSG00000184895.8
SEPP1_HUMAN	ENSG00000250722.6
MALD2_HUMAN	ENSG00000152939.17
MALD2_HUMAN	ENSG00000274671.4
JPH2_HUMAN	ENSG00000149596.7
ADCK5_HUMAN	ENSG00000173137.12
ADCK5_HUMAN	ENSG00000285451.2
TM168_HUMAN	ENSG00000146802.13
SLIK5_HUMAN	ENSG00000165300.8
PLPR1_HUMAN	ENSG00000148123.15
PLPR1_HUMAN	ENSG00000276539.4
MKS3_HUMAN	ENSG00000164953.17
AOFA_HUMAN	ENSG00000189221.11
GMIP_HUMAN	ENSG00000089639.11
MTFR1_HUMAN	ENSG00000066855.16
GATB_HUMAN	ENSG00000059691.12
NOVA2_HUMAN	ENSG00000104967.8
CCNY_HUMAN	ENSG00000108100.18
ASXL2_HUMAN	ENSG00000143970.18
NAC2_HUMAN	ENSG00000118160.14
CCL1_HUMAN	ENSG00000108702.4
TAAR9_HUMAN	ENSG00000237110.3
LY6D_HUMAN	ENSG00000167656.5
RENI_HUMAN	ENSG00000143839.15
CHD6_HUMAN	ENSG00000124177.16
GAS1_HUMAN	ENSG00000180447.7
KAT6B_HUMAN	ENSG00000156650.14
KAT6B_HUMAN	ENSG00000281813.4
CALCA_HUMAN	ENSG00000110680.14
DNJC3_HUMAN	ENSG00000102580.15
RGPA1_HUMAN	ENSG00000174373.17
KDM4D_HUMAN	ENSG00000186280.7
SENP7_HUMAN	ENSG00000138468.16
GLUCM_HUMAN	ENSG00000133943.21
HEPS_HUMAN	ENSG00000105707.15
IF4E3_HUMAN	ENSG00000163412.13
SNAT_HUMAN	ENSG00000129673.10
TM134_HUMAN	ENSG00000172663.9
TFEB_HUMAN	ENSG00000112561.19
BASP1_HUMAN	ENSG00000176788.9
LRP12_HUMAN	ENSG00000147650.12
F110C_HUMAN	ENSG00000184731.6
LFTY2_HUMAN	ENSG00000143768.13
ALKB2_HUMAN	ENSG00000189046.11
GBG8_HUMAN	ENSG00000167414.5
INT1_HUMAN	ENSG00000164880.16
SPEE_HUMAN	ENSG00000116649.10
FBX24_HUMAN	ENSG00000106336.13
CAD16_HUMAN	ENSG00000166589.13
NU4M_HUMAN	ENSG00000198886.2
T4S5_HUMAN	ENSG00000142484.7
ADCY2_HUMAN	ENSG00000078295.17
G137B_HUMAN	ENSG00000077585.14
TM40L_HUMAN	ENSG00000158882.15
REXO4_HUMAN	ENSG00000148300.12
REXO4_HUMAN	ENSG00000280706.3
DALD3_HUMAN	ENSG00000178149.17
KIFC1_HUMAN	ENSG00000204197.9
KIFC1_HUMAN	ENSG00000237649.8
KIFC1_HUMAN	ENSG00000233450.7
CP51A_HUMAN	ENSG00000001630.18
TLS1_HUMAN	ENSG00000136819.15
RT10_HUMAN	ENSG00000048544.6
DYH8_HUMAN	ENSG00000124721.18
DACT2_HUMAN	ENSG00000164488.12
BL1S3_HUMAN	ENSG00000189114.8
CTL2_HUMAN	ENSG00000129353.15
TR11B_HUMAN	ENSG00000164761.9
PIGT_HUMAN	ENSG00000124155.19
DUS9_HUMAN	ENSG00000130829.18
SL9A3_HUMAN	ENSG00000066230.12
OSBL5_HUMAN	ENSG00000021762.20
CTR3_HUMAN	ENSG00000165349.12
IFM2_HUMAN	ENSG00000185201.18
EKI1_HUMAN	ENSG00000139163.16
NAT9_HUMAN	ENSG00000109065.12
RHG08_HUMAN	ENSG00000241484.10
NNRE_HUMAN	ENSG00000163382.13
SYTL3_HUMAN	ENSG00000164674.17
SVIP_HUMAN	ENSG00000198168.9
MET18_HUMAN	ENSG00000171806.12
ZN580_HUMAN	ENSG00000213015.9
NKG2F_HUMAN	ENSG00000183542.6
EMC10_HUMAN	ENSG00000161671.17
CNTN4_HUMAN	ENSG00000144619.15
YMEL1_HUMAN	ENSG00000136758.20
KI26B_HUMAN	ENSG00000162849.16
DYH2_HUMAN	ENSG00000183914.15
NDRG2_HUMAN	ENSG00000165795.25
PLXA3_HUMAN	ENSG00000130827.6
WAC2C_HUMAN	ENSG00000172661.20
SFXN4_HUMAN	ENSG00000183605.17
RPKL1_HUMAN	ENSG00000198208.12
SP140_HUMAN	ENSG00000079263.19
K1671_HUMAN	ENSG00000197077.14
ZC11A_HUMAN	ENSG00000058673.17
DHX29_HUMAN	ENSG00000067248.11
LCN1_HUMAN	ENSG00000160349.10
RNF38_HUMAN	ENSG00000137075.18
ADCY3_HUMAN	ENSG00000138031.15
DGKB_HUMAN	ENSG00000136267.14
PCDB5_HUMAN	ENSG00000113209.9
PCDB5_HUMAN	ENSG00000291677.1
SLUR1_HUMAN	ENSG00000126233.2
COX8A_HUMAN	ENSG00000176340.4
OR6B1_HUMAN	ENSG00000221813.4
OR6B1_HUMAN	ENSG00000284939.1
LSG1_HUMAN	ENSG00000041802.11
NARF_HUMAN	ENSG00000141562.19
CYB_HUMAN	ENSG00000198727.2
BL1S4_HUMAN	ENSG00000186222.5
CA2D1_HUMAN	ENSG00000153956.17
DC2L1_HUMAN	ENSG00000138036.18
HPF1_HUMAN	ENSG00000056050.7
UTP18_HUMAN	ENSG00000011260.14
FIGL1_HUMAN	ENSG00000132436.13
ELMO3_HUMAN	ENSG00000102890.16
GBRG2_HUMAN	ENSG00000113327.17
SOX18_HUMAN	ENSG00000203883.7
WAC2A_HUMAN	ENSG00000099290.17
PRUN1_HUMAN	ENSG00000143363.17
GALT7_HUMAN	ENSG00000109586.12
LPCT4_HUMAN	ENSG00000176454.15
LPCT4_HUMAN	ENSG00000291994.1
CCL18_HUMAN	ENSG00000278167.2
CCL18_HUMAN	ENSG00000278006.2
CCL18_HUMAN	ENSG00000275385.2
GPDA_HUMAN	ENSG00000167588.13
MYCT1_HUMAN	ENSG00000120279.7
GATA6_HUMAN	ENSG00000141448.11
MAP1S_HUMAN	ENSG00000130479.11
EHBP1_HUMAN	ENSG00000115504.15
ADCY4_HUMAN	ENSG00000129467.14
ADCY4_HUMAN	ENSG00000284814.1
PEBP4_HUMAN	ENSG00000134020.8
ECI1_HUMAN	ENSG00000167969.13
CP26B_HUMAN	ENSG00000003137.9
PARP4_HUMAN	ENSG00000102699.6
HPS5_HUMAN	ENSG00000110756.18
HPS5_HUMAN	ENSG00000288445.2
NANOG_HUMAN	ENSG00000111704.11
ARC1A_HUMAN	ENSG00000241685.10
GREM1_HUMAN	ENSG00000276886.4
GREM1_HUMAN	ENSG00000282046.3
GREM1_HUMAN	ENSG00000166923.12
GPR17_HUMAN	ENSG00000144230.17
EVA1A_HUMAN	ENSG00000115363.14
HARB1_HUMAN	ENSG00000180423.4
LOXL2_HUMAN	ENSG00000134013.16
MRP_HUMAN	ENSG00000175130.7
ZBT39_HUMAN	ENSG00000166860.3
NKX26_HUMAN	ENSG00000180053.8
ST1C3_HUMAN	ENSG00000196228.5
ZN592_HUMAN	ENSG00000166716.10
ZN844_HUMAN	ENSG00000223547.10
RFIP1_HUMAN	ENSG00000156675.16
TPPC8_HUMAN	ENSG00000153339.15
ENPP3_HUMAN	ENSG00000154269.15
INSM1_HUMAN	ENSG00000173404.5
ACKR1_HUMAN	ENSG00000213088.13
KNTC1_HUMAN	ENSG00000184445.12
ZWILC_HUMAN	ENSG00000174442.12
NT2NC_HUMAN	ENSG00000286219.2
ZN169_HUMAN	ENSG00000175787.17
CKLF8_HUMAN	ENSG00000170293.9
MTG2_HUMAN	ENSG00000101181.18
GDE_HUMAN	ENSG00000162688.17
TMCC1_HUMAN	ENSG00000172765.19
SPAG7_HUMAN	ENSG00000091640.8
VGLU3_HUMAN	ENSG00000179520.11
SYCP3_HUMAN	ENSG00000139351.15
GCYA2_HUMAN	ENSG00000152402.11
KRT36_HUMAN	ENSG00000126337.14
RIBC1_HUMAN	ENSG00000158423.17
FA11_HUMAN	ENSG00000088926.15
NEMF_HUMAN	ENSG00000165525.18
FGF13_HUMAN	ENSG00000129682.16
SOLH2_HUMAN	ENSG00000120669.16
P2RX1_HUMAN	ENSG00000108405.4
HPHL1_HUMAN	ENSG00000181333.12
RNPC3_HUMAN	ENSG00000185946.16
BTNL3_HUMAN	ENSG00000168903.9
KV320_HUMAN	ENSG00000239951.1
KV320_HUMAN	ENSG00000282402.1
CFA45_HUMAN	ENSG00000213085.10
TRPM7_HUMAN	ENSG00000092439.16
CELF4_HUMAN	ENSG00000101489.20
SPSY_HUMAN	ENSG00000102172.16
PIGW_HUMAN	ENSG00000277161.2
PIGW_HUMAN	ENSG00000275600.2
CHAP1_HUMAN	ENSG00000198824.8
OGFD1_HUMAN	ENSG00000087263.17
VPP3_HUMAN	ENSG00000110719.11
IGHG1_HUMAN	ENSG00000211896.7
IGHG1_HUMAN	ENSG00000277633.5
UB2Q1_HUMAN	ENSG00000160714.10
LHX1_HUMAN	ENSG00000273706.5
LHX1_HUMAN	ENSG00000274577.2
ACES_HUMAN	ENSG00000087085.16
COLQ_HUMAN	ENSG00000206561.14
DOP1_HUMAN	ENSG00000083097.15
GBG4_HUMAN	ENSG00000168243.11
ATP6_HUMAN	ENSG00000198899.2
RL3R1_HUMAN	ENSG00000182631.7
RL3R1_HUMAN	ENSG00000277069.2
PYGO2_HUMAN	ENSG00000163348.4
GLTL5_HUMAN	ENSG00000106648.15
ZBT11_HUMAN	ENSG00000066422.7
MRCKG_HUMAN	ENSG00000171219.9
HENMT_HUMAN	ENSG00000162639.16
AL9A1_HUMAN	ENSG00000143149.13
REC8_HUMAN	ENSG00000100918.14
REC8_HUMAN	ENSG00000285007.2
KT33A_HUMAN	ENSG00000006059.4
KT33A_HUMAN	ENSG00000261986.1
KT33A_HUMAN	ENSG00000292027.1
FMNL2_HUMAN	ENSG00000157827.20
S26A5_HUMAN	ENSG00000170615.16
F5H3M2_HUMAN	ENSG00000140859.16
NPC2_HUMAN	ENSG00000119655.11
EMIL2_HUMAN	ENSG00000132205.11
AK1C2_HUMAN	ENSG00000151632.18
WNT9A_HUMAN	ENSG00000143816.8
RGS9_HUMAN	ENSG00000108370.17
G3ST3_HUMAN	ENSG00000175229.7
UBR4_HUMAN	ENSG00000127481.15
MZF1_HUMAN	ENSG00000099326.9
FHR3_HUMAN	ENSG00000116785.15
MYO1A_HUMAN	ENSG00000166866.13
AP4B1_HUMAN	ENSG00000134262.14
MCLN3_HUMAN	ENSG00000055732.13
RHG28_HUMAN	ENSG00000088756.13
PARP3_HUMAN	ENSG00000041880.15
RUFY2_HUMAN	ENSG00000204130.14
SOX8_HUMAN	ENSG00000005513.11
RAB43_HUMAN	ENSG00000172780.17
PURA1_HUMAN	ENSG00000185100.12
RHES_HUMAN	ENSG00000100302.7
YETS2_HUMAN	ENSG00000163872.16
PGM2_HUMAN	ENSG00000169299.14
THIK_HUMAN	ENSG00000060971.19
GRHL1_HUMAN	ENSG00000134317.18
SH3L2_HUMAN	ENSG00000198478.8
ITPK1_HUMAN	ENSG00000100605.17
ITPK1_HUMAN	ENSG00000274958.4
QORL1_HUMAN	ENSG00000205758.12
AMER1_HUMAN	ENSG00000184675.11
HEN1_HUMAN	ENSG00000171786.6
PPM1F_HUMAN	ENSG00000100034.14
KANL3_HUMAN	ENSG00000114982.19
NEUL4_HUMAN	ENSG00000215041.10
NEUL4_HUMAN	ENSG00000288301.1
DUS15_HUMAN	ENSG00000149599.16
PAXB1_HUMAN	ENSG00000159086.15
PAXB1_HUMAN	ENSG00000263141.5
MOT5_HUMAN	ENSG00000168679.18
NOCT_HUMAN	ENSG00000151014.6
CALL6_HUMAN	ENSG00000169885.10
SRB4D_HUMAN	ENSG00000146700.9
MINK1_HUMAN	ENSG00000141503.17
MTMR3_HUMAN	ENSG00000100330.16
TSN1_HUMAN	ENSG00000117472.10
HYES_HUMAN	ENSG00000120915.14
VKGC_HUMAN	ENSG00000115486.13
S47A1_HUMAN	ENSG00000142494.13
PLGT2_HUMAN	ENSG00000134901.14
KIF14_HUMAN	ENSG00000118193.12
UBP16_HUMAN	ENSG00000156256.15
UBP16_HUMAN	ENSG00000291527.1
SYNC_HUMAN	ENSG00000134440.12
PPAP_HUMAN	ENSG00000014257.17
GP119_HUMAN	ENSG00000147262.5
COE2_HUMAN	ENSG00000221818.9
ARP8_HUMAN	ENSG00000113812.14
GBRB1_HUMAN	ENSG00000163288.14
SIX6_HUMAN	ENSG00000184302.7
S6A12_HUMAN	ENSG00000111181.13
FA13A_HUMAN	ENSG00000138640.15
S39A4_HUMAN	ENSG00000147804.10
CMBL_HUMAN	ENSG00000164237.9
LEG9C_HUMAN	ENSG00000171916.17
LEG9C_HUMAN	ENSG00000284021.2
HOT_HUMAN	ENSG00000147576.17
DNS2A_HUMAN	ENSG00000105612.10
CRTC3_HUMAN	ENSG00000140577.17
LSP1_HUMAN	ENSG00000130592.17
LSP1_HUMAN	ENSG00000288199.3
SSX5_HUMAN	ENSG00000165583.16
NDUF7_HUMAN	ENSG00000003509.16
UBP28_HUMAN	ENSG00000048028.12
THS7B_HUMAN	ENSG00000144229.13
CLD15_HUMAN	ENSG00000106404.14
LPAR1_HUMAN	ENSG00000198121.15
MEF2D_HUMAN	ENSG00000116604.19
MEF2D_HUMAN	ENSG00000291761.1
SMOX_HUMAN	ENSG00000088826.18
MANS1_HUMAN	ENSG00000111261.14
MANS1_HUMAN	ENSG00000281818.3
KCNN1_HUMAN	ENSG00000105642.16
SUSD4_HUMAN	ENSG00000143502.16
DGAT1_HUMAN	ENSG00000185000.12
DGAT1_HUMAN	ENSG00000285482.2
TGM3_HUMAN	ENSG00000125780.12
GP146_HUMAN	ENSG00000164849.10
Z3H7A_HUMAN	ENSG00000122299.12
SRPX2_HUMAN	ENSG00000102359.9
PGK2_HUMAN	ENSG00000170950.6
COE4_HUMAN	ENSG00000088881.22
ZN784_HUMAN	ENSG00000179922.6
PILRB_HUMAN	ENSG00000121716.21
GREB1_HUMAN	ENSG00000196208.14
APOC3_HUMAN	ENSG00000110245.12
SIM12_HUMAN	ENSG00000163866.9
PRLHR_HUMAN	ENSG00000119973.6
LHPL6_HUMAN	ENSG00000183722.9
SAMD1_HUMAN	ENSG00000288488.2
ACOT1_HUMAN	ENSG00000184227.8
INSM2_HUMAN	ENSG00000168348.4
CCG7_HUMAN	ENSG00000105605.8
CC110_HUMAN	ENSG00000168491.10
MYPN_HUMAN	ENSG00000138347.17
PTPRT_HUMAN	ENSG00000196090.14
RT35_HUMAN	ENSG00000061794.13
ACE_HUMAN	ENSG00000159640.17
EPHX4_HUMAN	ENSG00000172031.7
PROL4_HUMAN	ENSG00000111215.12
PROL4_HUMAN	ENSG00000263247.6
PROL4_HUMAN	ENSG00000282269.1
GALT1_HUMAN	ENSG00000141429.14
AT5G2_HUMAN	ENSG00000135390.21
ANKR2_HUMAN	ENSG00000165887.12
HDAC8_HUMAN	ENSG00000147099.21
NDUS8_HUMAN	ENSG00000110717.13
ZNHI3_HUMAN	ENSG00000273611.5
ZNHI3_HUMAN	ENSG00000278574.4
ALX3_HUMAN	ENSG00000156150.9
SCPDL_HUMAN	ENSG00000143653.10
ZN567_HUMAN	ENSG00000189042.14
IPP_HUMAN	ENSG00000197429.11
AKNA_HUMAN	ENSG00000106948.17
RN19A_HUMAN	ENSG00000034677.13
CAF17_HUMAN	ENSG00000181873.13
TKNK_HUMAN	ENSG00000166863.13
GPR3_HUMAN	ENSG00000181773.7
CHCH7_HUMAN	ENSG00000170791.18
AGRD1_HUMAN	ENSG00000111452.13
ALKB5_HUMAN	ENSG00000091542.9
UBR3_HUMAN	ENSG00000144357.18
SYCP1_HUMAN	ENSG00000198765.12
I27L1_HUMAN	ENSG00000165948.11
I27L1_HUMAN	ENSG00000276880.3
RT34_HUMAN	ENSG00000074071.15
PEAK1_HUMAN	ENSG00000173517.11
RASF9_HUMAN	ENSG00000198774.5
KCD14_HUMAN	ENSG00000151364.17
PIGY_HUMAN	ENSG00000255072.2
PDD2L_HUMAN	ENSG00000126249.8
P2RY1_HUMAN	ENSG00000169860.7
BCORL_HUMAN	ENSG00000085185.16
DMP1_HUMAN	ENSG00000152592.15
OASL_HUMAN	ENSG00000135114.14
SE6L2_HUMAN	ENSG00000174938.15
SETD6_HUMAN	ENSG00000103037.12
AQP7_HUMAN	ENSG00000165269.13
FBSP1_HUMAN	ENSG00000174013.8
STBD1_HUMAN	ENSG00000118804.9
WFDC5_HUMAN	ENSG00000175121.12
BMP15_HUMAN	ENSG00000130385.6
TEX14_HUMAN	ENSG00000121101.16
BORG4_HUMAN	ENSG00000179604.10
ACSM5_HUMAN	ENSG00000183549.10
MYH8_HUMAN	ENSG00000133020.4
TSYL5_HUMAN	ENSG00000180543.5
RT05_HUMAN	ENSG00000144029.14
TXNL1_HUMAN	ENSG00000091164.13
RBM6_HUMAN	ENSG00000004534.15
P2RY2_HUMAN	ENSG00000175591.12
ARFG2_HUMAN	ENSG00000149182.15
ZN300_HUMAN	ENSG00000145908.14
GLGB_HUMAN	ENSG00000114480.13
TMM62_HUMAN	ENSG00000137842.7
P3C2A_HUMAN	ENSG00000011405.14
DAZL_HUMAN	ENSG00000092345.14
SIR5_HUMAN	ENSG00000124523.17
PAPP1_HUMAN	ENSG00000182752.10
STC1_HUMAN	ENSG00000159167.12
ACHA5_HUMAN	ENSG00000169684.13
TICN1_HUMAN	ENSG00000152377.15
C1QR1_HUMAN	ENSG00000125810.10
TIAM2_HUMAN	ENSG00000146426.19
GBRA3_HUMAN	ENSG00000011677.13
FZD3_HUMAN	ENSG00000104290.11
PRD13_HUMAN	ENSG00000112238.12
BTAF1_HUMAN	ENSG00000095564.15
NANP8_HUMAN	ENSG00000255192.7
CP4AB_HUMAN	ENSG00000187048.14
CP4AM_HUMAN	ENSG00000162365.13
NEUL1_HUMAN	ENSG00000107954.11
S22AE_HUMAN	ENSG00000144671.11
GPX4_HUMAN	ENSG00000167468.20
HSPB6_HUMAN	ENSG00000004776.13
SCN3A_HUMAN	ENSG00000153253.20
ATPF1_HUMAN	ENSG00000123472.13
